SEARCH|MFR|MFR_NAME|PAGE|PN|Description|Price
*|9|WILKINS|27|Z977-50|WKNS 975 2 1/2-6"RV STEM ASSY|572.00
*|9|WILKINS|27|Z977-CU|WILKINS 975 2 1/2-6"RV ASSY|1630.00
*|9|WILKINS|27|Z979-300|WILKINS 975 4"#1POPPET ASSY|1220.00
*|9|WILKINS|17|rk1-375|WILKINS 375 1" REPL KIT|70.10
*|9|WILKINS|17|rk1-420fk|WKNS 420 1" BONNET/POPT KIT|25.00
*|9|WILKINS|20|rk2-bvhdxl|WKNS 850XL 2"LF BV HANDLE-1|13.70
*|9|WILKINS|20|rk212-350ck1|WK 350/DA &450/DA 2.5-3"#1CKKT|110.00
*|9|WILKINS|23|rk4-375ck1|WK 375A/DA&475/DA 2.5-4"#1CKKT|312.00
*|9|WILKINS|23|rk4-450stck4|WKNS 450ST/475ST 4"#2CK ASSY|281.00
*|9|WILKINS|25|rkqt14p|WKNS QUICK CONN FTG 1/4"PL-1|6.30
*|9|WILKINS|26|z724-20-030f|WILKINS 720 1 1/4-2" BONNET|183.00
*|10|PLBG-MISC|1|APADF075|APOLLO PRESS 3/4" FEM ADAPT CP|4.90
*|10|PLBG-MISC|1|APADF100|APOLLO PRESS 1"FEM ADAPT CP|9.40
*|10|PLBG-MISC|1|APADF125|APOLLO PRESS 1 1/4"FEM ADAPTCP|21.80
*|10|PLBG-MISC|1|APADF150|APOLLO PRESS 1 1/2"FEM ADAPTCP|30.50
*|10|PLBG-MISC|1|APADF200|APOLLO PRESS 2"FEM ADAPT CP|50.80
*|10|PLBG-MISC|1|APADM075|APOLLO PRESS 3/4"MALE ADAPT CP|4.60
*|10|PLBG-MISC|1|APADM100|APOLLO PRESS 1" MALE ADAPT CP|8.50
*|10|PLBG-MISC|1|APADM125|APOLLO PRESS 1.25"MALE ADAPTCP|18.20
*|10|PLBG-MISC|1|APADM150|APOLLO PRESS 1.5"MALE ADAPT CP|25.70
*|10|PLBG-MISC|1|APADM200|APOLLO PRESS 2" MALE ADAPT CP|49.00
*|10|PLBG-MISC|1|APCP075|APOLLO PRESS 3/4" COUP CP|3.00
*|10|PLBG-MISC|1|APCP100|APOLLO PRESS 1" COUPL CP|6.00
*|10|PLBG-MISC|1|APCP125|APOLLO PRESS 1 1/4" COUP CP|7.90
*|10|PLBG-MISC|1|APCP150|APOLLO PRESS 1 1/2" COUPL CP|14.20
*|10|PLBG-MISC|1|APCP200|APOLLO PRESS 2" COUPL CP|17.90
*|10|PLBG-MISC|1|APL075|APOLLO PRESS 3/4" ELL CP|3.50
*|10|PLBG-MISC|1|APL100|APOLLO PRESS 1" ELL CP|7.10
*|10|PLBG-MISC|1|APL125|APOLLO PRESS 1 1/4" ELL CP|14.40
*|10|PLBG-MISC|1|APL150|APOLLO PRESS 1 1/2" ELL CP|26.90
*|10|PLBG-MISC|1|APL200|APOLLO PRESS 2" ELL CP|37.70
*|10|PLBG-MISC|2|APSTL075|APOLLO PRESS 3/4" ST ELL CP|3.70
*|10|PLBG-MISC|2|APSTL100|APOLLO PRESS 1" ST ELL CP|8.50
*|10|PLBG-MISC|2|APSTL125|APOLLO PRESS 1 1/4" ST ELL CP|15.80
*|10|PLBG-MISC|2|APSTL150|APOLLO PRESS 1 1/2" ST ELL CP|28.40
*|10|PLBG-MISC|2|APSTL200|APOLLO PRESS 2" ST ELL CP|39.50
*|10|PLBG-MISC|2|APT075|APOLLO PRESS 3/4" TEE CP|5.90
*|10|PLBG-MISC|2|APT100|APOLLO PRESS 1" TEE CP|10.70
*|10|PLBG-MISC|2|APT125|APOLLO PRESS 1 1/4" TEE CP|18.80
*|10|PLBG-MISC|2|APT150|APOLLO PRESS 1 1/2" TEE CP|35.40
*|10|PLBG-MISC|2|APT200|APOLLO PRESS 2" TEE CP|43.80
*|10|PLBG-MISC|2|APU075|APOLLO PRESS 3/4" UNION CP|21.50
*|10|PLBG-MISC|2|APU100|APOLLO PRESS 1" UNION CP|35.40
*|10|PLBG-MISC|2|APU125|APOLLO PRESS 1 1/4" UNION CP|51.40
*|10|PLBG-MISC|2|APU150|APOLLO PRESS 1 1/2" UNION CP|67.20
*|10|PLBG-MISC|2|APU200|APOLLO PRESS 2" UNION CP|108.00
*|10|PLBG-MISC|2|ATADF075|APOLLO PUSH 3/4"FEM ADAPT PL|5.90
*|10|PLBG-MISC|2|ATADF100|APOLLO PUSH 1" FEM ADAPT PL|14.20
*|10|PLBG-MISC|2|ATADM075|APOLLO PUSH 3/4"MALE ADAPT PL|5.90
*|10|PLBG-MISC|2|ATADM100|APOLLO PUSH 1"MALE ADAPT PL|14.20
*|10|PLBG-MISC|2|ATCP075|APOLLO PUSH 3/4" COUPL PL|7.40
*|10|PLBG-MISC|3|ATCP100|APOLLO PUSH 1" COUPL PL|17.60
*|10|PLBG-MISC|3|ATL075|APOLLO PUSH 3/4"MIPXSLP ELL PL|9.10
*|10|PLBG-MISC|3|BBS025|1/4"LEAD FREE BRASS BUSHING|2.50
*|10|PLBG-MISC|3|BBS100|1"LEAD FREE BRASS BUSHING|5.10
*|10|PLBG-MISC|3|BBS125|1 1/4"LEAD FREE BRASS BUSHING|8.70
*|10|PLBG-MISC|3|BBS150|1 1/2"LEAD FREE BRASS BUSHING|11.00
*|10|PLBG-MISC|3|BBS200|2"LEAD FREE BRASS BUSHING|16.30
*|10|PLBG-MISC|3|BC025|1/4"LEAD FREE BRASS COUPLING|3.10
*|10|PLBG-MISC|3|BC036|3/8"LEAD FREE BRASS COUPLING|3.10
*|10|PLBG-MISC|3|BC050|1/2"LEAD FREE BRASS COUPLING|3.90
*|10|PLBG-MISC|3|BC075|3/4"LEAD FREE BRASS COUPLING|5.20
*|10|PLBG-MISC|3|BC100|1"LEAD FREE BRASS COUPLING|8.00
*|10|PLBG-MISC|3|BC125|1 1/4"LEAD FREE BRASS COUPLING|12.00
*|10|PLBG-MISC|3|BC150|1 1/2"LEAD FREE BRASS COUPLING|16.30
*|10|PLBG-MISC|3|BC200|2"LEAD FREE BRASS COUPLING|26.80
*|10|PLBG-MISC|3|BCP050|1/2" LEAD FREE BRASS CAP|3.10
*|10|PLBG-MISC|3|BCP075|3/4" LEAD FREE BRASS CAP|4.10
*|10|PLBG-MISC|3|BCP100|1" LEAD FREE BRASS CAP|6.30
*|10|PLBG-MISC|3|BCP125|1 1/4" LEAD FREE BRASS CAP|9.70
*|10|PLBG-MISC|3|BCP150|1 1/2" LEAD FREE BRASS CAP|12.90
*|10|PLBG-MISC|4|BCP200|2" LEAD FREE BRASS CAP|22.00
*|10|PLBG-MISC|4|BFLG250|2 1/2" BRASS COMPANION FLANGE|188.00
*|10|PLBG-MISC|4|BFLG300|3" BRASS COMPANION FLANGE|233.00
*|10|PLBG-MISC|4|BL012|1/8"LEAD FREE BRASS ELL|3.10
*|10|PLBG-MISC|4|BL025|1/4"LEAD FREE BRASS ELL|3.10
*|10|PLBG-MISC|4|BL036|3/8"LEAD FREE BRASS ELL|3.10
*|10|PLBG-MISC|4|BL050|1/2"LEAD FREE BRASS ELL|4.70
*|10|PLBG-MISC|4|BL075|3/4"LEAD FREE BRASS ELL|6.50
*|10|PLBG-MISC|4|BL100|1"LEAD FREE BRASS ELL|10.10
*|10|PLBG-MISC|4|BL125|1 1/4"LEAD FREE BRASS ELL|15.30
*|10|PLBG-MISC|4|BL150|1 1/2"LEAD FREE BRASS ELL|20.90
*|10|PLBG-MISC|4|BL200|2"LEAD FREE BRASS ELL|31.40
*|10|PLBG-MISC|4|BL45012|1/8"LEAD FREE BRASS 45 ELL|3.40
*|10|PLBG-MISC|4|BL45025|1/4"LEAD FREE BRASS 45 ELL|3.40
*|10|PLBG-MISC|4|BL45036|3/8"LEAD FREE BRASS 45 ELL|3.40
*|10|PLBG-MISC|4|BL45050|1/2"LEAD FREE BRASS 45 ELL|4.30
*|10|PLBG-MISC|4|BL45075|3/4"LEAD FREE BRASS 45 ELL|6.30
*|10|PLBG-MISC|4|BL45100|1"LEAD FREE BRASS 45 ELL|10.50
*|10|PLBG-MISC|4|BL45125|1 1/4"LEAD FREE BRASS 45 ELL|16.80
*|10|PLBG-MISC|5|BL45150|1 1/2"LEAD FREE BRASS 45 ELL|21.20
*|10|PLBG-MISC|5|BL45200|2"LEAD FREE BRASS 45 ELL|34.20
*|10|PLBG-MISC|5|BN012100|1/8 X CLOSE BRASS NIPPLE|1.20
*|10|PLBG-MISC|5|BN012150|1/8 X 1 1/2" BRASS NIPPLE|1.30
*|10|PLBG-MISC|5|BN025100|1/4 X CL BRASS NIPPLE|1.40
*|10|PLBG-MISC|5|BN025150|1/4 X 1 1/2" BRASS NIPPLE|1.60
*|10|PLBG-MISC|5|BN036100|3/8 X CLOSE BRASS NIPPLE|1.40
*|10|PLBG-MISC|5|BN050100|1/2 X CL BRASS NIPPLE|1.90
*|10|PLBG-MISC|5|BN050150|1/2 X 1 1/2" BRASS NIPPLE|2.20
*|10|PLBG-MISC|5|BN050250|1/2 X 2 1/2" BRASS NIPPLE|3.00
*|10|PLBG-MISC|5|BN050300|1/2 X 3" BRASS NIPPLE|3.50
*|10|PLBG-MISC|5|BN050350|1/2 X 3 1/2" BRASS NIPPLE|4.00
*|10|PLBG-MISC|5|BN050400|1/2 X 4" BRASS NIPPLE|4.60
*|10|PLBG-MISC|5|BN050450|1/2 X 4 1/2" BRASS NIPPLE|5.00
*|10|PLBG-MISC|5|BN050500|1/2 X 5" BRASS NIPPLE|5.50
*|10|PLBG-MISC|5|BN050550|1/2 X 5 1/2" BRASS NIPPLE|6.00
*|10|PLBG-MISC|5|BN050600|1/2 X 6" BRASS NIPPLE|6.70
*|10|PLBG-MISC|5|BN050JRTRAY|1/2" LF BRASS JR NIPPLE TRAY|178.00
*|10|PLBG-MISC|5|BN050TRAY|1/2" LEAD FREE BRASS NIP TRAY|344.00
*|10|PLBG-MISC|6|BN075100|3/4 X CL BRASS NIPPLE|2.70
*|10|PLBG-MISC|6|BN075150|3/4 X 1 1/2" BRASS NIPPLE|2.80
*|10|PLBG-MISC|6|BN0751800|3/4 X 18" BRASS NIPPLE|34.10
*|10|PLBG-MISC|6|BN075200|3/4 X 2" BRASS NIPPLE|3.40
*|10|PLBG-MISC|6|BN0752400|3/4 X 24" BRASS NIPPLE|45.10
*|10|PLBG-MISC|6|BN075250|3/4 X 2 1/2" BRASS NIPPLE|3.90
*|10|PLBG-MISC|6|BN075300|3/4 X 3" BRASS NIPPLE|4.50
*|10|PLBG-MISC|6|BN0753000|3/4 X 30" BRASS NIPPLE|56.40
*|10|PLBG-MISC|6|BN075350|3/4 X 3 1/2" BRASS NIPPLE|5.00
*|10|PLBG-MISC|6|BN0753600|3/4 X 36" BRASS NIPPLE|67.30
*|10|PLBG-MISC|6|BN075400|3/4 X 4" BRASS NIPPLE|5.90
*|10|PLBG-MISC|6|BN075450|3/4 X 4 1/2" BRASS NIPPLE|6.40
*|10|PLBG-MISC|6|BN075500|3/4 X 5" BRASS NIPPLE|7.00
*|10|PLBG-MISC|6|BN075550|3/4 X 5 1/2" BRASS NIPPLE|7.70
*|10|PLBG-MISC|6|BN075600|3/4 X 6" BRASS NIPPLE|8.50
*|10|PLBG-MISC|6|BN075JRTRAY|3/4"LF BRASS JR NIPPLE TRAY|204.00
*|10|PLBG-MISC|6|BN075TRAY|3/4"LEAD FREE BRASS NIP TRAY|398.00
*|10|PLBG-MISC|6|BN100100|1 X CL BRASS NIPPLE|3.90
*|10|PLBG-MISC|6|BN1001800|1 X 18" BRASS NIPPLE|47.60
*|10|PLBG-MISC|6|BN100200|1 X 2" BRASS NIPPLE|4.90
*|10|PLBG-MISC|7|BN1002400|1 X 24" BRASS NIPPLE|62.50
*|10|PLBG-MISC|7|BN100250|1 X 2 1/2" BRASS NIPPLE|5.70
*|10|PLBG-MISC|7|BN100300|1 X 3" BRASS NIPPLE|6.50
*|10|PLBG-MISC|7|BN1003000|1 X 30" BRASS NIPPLE|78.40
*|10|PLBG-MISC|7|BN100350|1 X 3 1/2" BRASS NIPPLE|7.50
*|10|PLBG-MISC|7|BN1003600|1 X 36" BRASS NIPPLE|93.00
*|10|PLBG-MISC|7|BN100400|1 X 4" BRASS NIPPLE|8.50
*|10|PLBG-MISC|7|BN100450|1 X 4 1/2" BRASS NIPPLE|9.40
*|10|PLBG-MISC|7|BN100500|1 X 5" BRASS NIPPLE|10.40
*|10|PLBG-MISC|7|BN100550|1 X 5 1/2" BRASS NIPPLE|11.40
*|10|PLBG-MISC|7|BN100600|1 X 6" BRASS NIPPLE|12.50
*|10|PLBG-MISC|7|BN100JRTRAY|1"LEAD FREE BRASS JR NIP TRAY|171.00
*|10|PLBG-MISC|7|BN100TRAY|1" LEAD FREE BRASS NIPPLE TRAY|378.00
*|10|PLBG-MISC|7|BN125100|1 1/4 X CL BRASS NIPPLE|5.90
*|10|PLBG-MISC|7|BN1251800|1 1/4 X 18" BRASS NIPPLE|68.60
*|10|PLBG-MISC|7|BN125200|1 1/4 X 2" BRASS NIPPLE|6.80
*|10|PLBG-MISC|7|BN1252400|1 1/4 X 24" BRASS NIPPLE|89.80
*|10|PLBG-MISC|7|BN125250|1 1/4" X 2 1/2" BRASS NIPPLE|7.70
*|10|PLBG-MISC|7|BN125300|1 1/4 X 3" BRASS NIPPLE|9.00
*|10|PLBG-MISC|7|BN1253000|1 1/4 X 30" BRASS NIPPLE|113.00
*|10|PLBG-MISC|8|BN125350|1 1/4 X 3 1/2" BRASS NIPPLE|10.60
*|10|PLBG-MISC|8|BN1253600|1 1/4 X 36" BRASS NIPPLE|134.00
*|10|PLBG-MISC|8|BN125400|1 1/4 X 4" BRASS NIPPLE|11.90
*|10|PLBG-MISC|8|BN125450|1 1/4 X 4 1/2" BRASS NIPPLE|13.20
*|10|PLBG-MISC|8|BN125500|1 1/4 X 5" BRASS NIPPLE|14.50
*|10|PLBG-MISC|8|BN125550|1 1/4 X 5 1/2" BRASS NIPPLE|15.90
*|10|PLBG-MISC|8|BN125600|1 1/4 X 6" BRASS NIPPLE|17.40
*|10|PLBG-MISC|8|BN150100|1 1/2 X CL BRASS NIPPLE|7.70
*|10|PLBG-MISC|8|BN1501800|1 1/2 X 18" BRASS NIPPLE|81.00
*|10|PLBG-MISC|8|BN150200|1 1/2 X 2" BRASS NIPPLE|8.30
*|10|PLBG-MISC|8|BN1502400|1 1/2 X 24" BRASS NIPPLE|105.00
*|10|PLBG-MISC|8|BN150250|1 1/2 X 2 1/2" BRASS NIPPLE|9.90
*|10|PLBG-MISC|8|BN150300|1 1/2 X 3" BRASS NIPPLE|11.40
*|10|PLBG-MISC|8|BN1503000|1 1/2 X 30" BRASS NIPPLE|133.00
*|10|PLBG-MISC|8|BN150350|1 1/2 X 3 1/2" BRASS NIPPLE|13.10
*|10|PLBG-MISC|8|BN1503600|1 1/2 X 36" BRASS NIPPLE|158.00
*|10|PLBG-MISC|8|BN150400|1 1/2 X 4" BRASS NIPPLE|14.80
*|10|PLBG-MISC|8|BN150450|1 1/2 X 4 1/2" BRASS NIPPLE|16.70
*|10|PLBG-MISC|8|BN150500|1 1/2 X 5" BRASS NIPPLE|18.50
*|10|PLBG-MISC|8|BN150550|1 1/2 X 5 1/2" BRASS NIPPLE|20.20
*|10|PLBG-MISC|9|BN150600|1 1/2 X 6" BRASS NIPPLE|21.90
*|10|PLBG-MISC|9|BN200100|2 X CL BRASS NIPPLE|11.70
*|10|PLBG-MISC|9|BN2001800|2 X 18" BRASS NIPPLE|103.00
*|10|PLBG-MISC|9|BN2002400|2 X 24" BRASS NIPPLE|140.00
*|10|PLBG-MISC|9|BN200250|2 X 2 1/2" BRASS NIPPLE|12.70
*|10|PLBG-MISC|9|BN200300|2 X 3" BRASS NIPPLE|14.60
*|10|PLBG-MISC|9|BN2003000|2 X 30" BRASS NIPPLE|171.00
*|10|PLBG-MISC|9|BN200350|2 X 3 1/2" BRASS NIPPLE|16.80
*|10|PLBG-MISC|9|BN2003600|2 X 36" BRASS NIPPLE|203.00
*|10|PLBG-MISC|9|BN200400|2 X 4" BRASS NIPPLE|19.10
*|10|PLBG-MISC|9|BN200450|2 X 4 1/2" BRASS NIPPLE|21.30
*|10|PLBG-MISC|9|BN200500|2 X 5" BRASS NIPPLE|23.60
*|10|PLBG-MISC|9|BN200550|2 X 5 1/2" BRASS NIPPLE|25.90
*|10|PLBG-MISC|9|BN200600|2 X 6" BRASS NIPPLE|28.20
*|10|PLBG-MISC|9|BP012|1/8"LEAD FREE BRASS PLUG|2.10
*|10|PLBG-MISC|9|BP025|1/4"LEAD FREE BRASS PLUG|2.10
*|10|PLBG-MISC|9|BP036|3/8"LEAD FREE BRASS PLUG|2.10
*|10|PLBG-MISC|9|BP050|1/2"LEAD FREE BRASS PLUG|3.30
*|10|PLBG-MISC|9|BP075|3/4"LEAD FREE BRASS PLUG|3.70
*|10|PLBG-MISC|9|BP100|1"LEAD FREE BRASS PLUG|4.90
*|10|PLBG-MISC|10|BP125|1 1/4"LEAD FREE BRASS PLUG|7.20
*|10|PLBG-MISC|10|BP150|1 1/2"LEAD FREE BRASS PLUG|9.20
*|10|PLBG-MISC|10|BP200|2"LEAD FREE BRASS PLUG|14.40
*|10|PLBG-MISC|10|BRDT075|3/4 X 1/2"LEAD FREE RED TEE|9.20
*|10|PLBG-MISC|10|BRDT100|1 X 3/4"LEAD FREE RED TEE|16.80
*|10|PLBG-MISC|10|BRDT125|1 1/4 X 1"LEAD FREE RED TEE|23.60
*|10|PLBG-MISC|10|BRDT150|1 1/2 X 1 1/4"LEAD FREE REDTEE|32.50
*|10|PLBG-MISC|10|BRDT200|2 X 1 1/2"LEAD FREE RED TEE|53.00
*|10|PLBG-MISC|10|BSTL012|1/8"LEAD FREE BR STREET ELL|4.70
*|10|PLBG-MISC|10|BSTL025|1/4"LEAD FREE BRASS STREET ELL|4.70
*|10|PLBG-MISC|10|BSTL036|3/8"LEAD FREE BRASS STREET ELL|4.70
*|10|PLBG-MISC|10|BSTL050|1/2"LEAD FREE BRASS STREET ELL|5.80
*|10|PLBG-MISC|10|BSTL075|3/4"LEAD FREE BRASS STREET ELL|8.20
*|10|PLBG-MISC|10|BSTL100|1"LEAD FREE BRASS STREET ELL|13.50
*|10|PLBG-MISC|10|BSTL125|1 1/4"LEAD FREE BRASS ST ELL|20.60
*|10|PLBG-MISC|10|BSTL150|1 1/2"LEAD FREE BRASS ST ELL|27.60
*|10|PLBG-MISC|10|BSTL200|2"LEAD FREE BRASS STREET ELL|46.70
*|10|PLBG-MISC|10|BT012|1/8"LEAD FREE BRASS TEE|4.30
*|10|PLBG-MISC|10|BT025|1/4"LEAD FREE BRASS TEE|4.30
*|10|PLBG-MISC|10|BT036|3/8"LEAD FREE BRASS TEE|4.30
*|10|PLBG-MISC|11|BT050|1/2"LEAD FREE BRASS TEE|5.40
*|10|PLBG-MISC|11|BT075|3/4"LEAD FREE BRASS TEE|8.30
*|10|PLBG-MISC|11|BT100|1"LEAD FREE BRASS TEE|13.70
*|10|PLBG-MISC|11|BT125|1 1/4"LEAD FREE BRASS TEE|20.50
*|10|PLBG-MISC|11|BT150|1 1/2"LEAD FREE BRASS TEE|26.30
*|10|PLBG-MISC|11|BT200|2"LEAD FREE BRASS TEE|45.70
*|10|PLBG-MISC|11|BU025|1/4"LEAD FREE BRASS UNION|10.70
*|10|PLBG-MISC|11|BU036|3/8"LEAD FREE BRASS UNION|10.70
*|10|PLBG-MISC|11|BU050|1/2"LEAD FREE BRASS UNION|11.80
*|10|PLBG-MISC|11|BU075|3/4"LEAD FREE BRASS UNION|16.20
*|10|PLBG-MISC|11|BU100|1"LEAD FREE BRASS UNION|21.30
*|10|PLBG-MISC|11|BU125|1 1/4"LEAD FREE BRASS UNION|31.20
*|10|PLBG-MISC|11|BU150|1 1/2"LEAD FREE BRASS UNION|37.20
*|10|PLBG-MISC|11|BU200|2"LEAD FREE BRASS UNION|56.70
*|10|PLBG-MISC|11|CADF075|3/4" COPPER FEM ADAPT|4.30
*|10|PLBG-MISC|11|CADF100|1" COPPER FEM ADAPT|9.80
*|10|PLBG-MISC|11|CADF125|1 1/4" COPPER FEM ADAPT|14.20
*|10|PLBG-MISC|11|CADF150|1 1/2" COPPER FEM ADAPT|22.20
*|10|PLBG-MISC|11|CADF200|2" COPPER FEM ADAPT|30.20
*|10|PLBG-MISC|12|CADF250|2 1/2" COPPER FEM ADAPT|100.00
*|10|PLBG-MISC|12|CADM050|1/2" COPPER MALE ADAPT|2.00
*|10|PLBG-MISC|12|CADM075|3/4" COPPER MALE ADAPT|3.30
*|10|PLBG-MISC|12|CADM100|1" COPPER MALE ADAPT|8.50
*|10|PLBG-MISC|12|CADM125|1 1/4" COPPER MALE ADAPT|12.20
*|10|PLBG-MISC|12|CADM150|1 1/2" COPPER MALE ADAPT|14.20
*|10|PLBG-MISC|12|CADM200|2" COPPER MALE ADAPTER|24.10
*|10|PLBG-MISC|12|CADM250|2 1/2" COPPER MALE ADAPTER|84.10
*|10|PLBG-MISC|12|CADM300|3" COPPER MALE ADAPTER|105.00
*|10|PLBG-MISC|12|CC050|1/2" COPPER COUPLING|0.71
*|10|PLBG-MISC|12|CC075|3/4" COPPER COUPLING|1.40
*|10|PLBG-MISC|12|CC100|1" COPPER COUPLING|2.80
*|10|PLBG-MISC|12|CC125|1 1/4" COPPER COUPLING|5.00
*|10|PLBG-MISC|12|CC150|1 1/2" COPPER COUPLING|6.60
*|10|PLBG-MISC|12|CC200|2" COPPER COUPLING|11.00
*|10|PLBG-MISC|12|CC250|2 1/2" COP COUPLING|21.30
*|10|PLBG-MISC|12|CC300|3" COP COUPLING|30.00
*|10|PLBG-MISC|12|CCP050|1/2" COPPER CAP|0.69
*|10|PLBG-MISC|12|CCP075|3/4" COPPER CAP|1.30
*|10|PLBG-MISC|12|CCP100|1" COPPER CAP|3.00
*|10|PLBG-MISC|13|CCP125|1 1/4" COPPER CAP|4.00
*|10|PLBG-MISC|13|CCP150|1 1/2" COPPER CAP|5.80
*|10|PLBG-MISC|13|CCP200|2" COPPER CAP|10.70
*|10|PLBG-MISC|13|CCP250|2 1/2" COPPER CAP|31.20
*|10|PLBG-MISC|13|CCP300|3" COPPER CAP|40.10
*|10|PLBG-MISC|13|CL050|1/2" COPPER ELL|0.96
*|10|PLBG-MISC|13|CL075|3/4" COPPER ELL|2.10
*|10|PLBG-MISC|13|CL100|1" COPPER ELL|5.20
*|10|PLBG-MISC|13|CL125|1 1/4" COPPER ELL|7.70
*|10|PLBG-MISC|13|CL150|1 1/2" COPPER ELL|12.00
*|10|PLBG-MISC|13|CL200|2" COPPER ELL|21.80
*|10|PLBG-MISC|13|CL250|2 1/2" COP ELL|39.80
*|10|PLBG-MISC|13|CL300|3" COP ELL|56.60
*|10|PLBG-MISC|13|CL45050|1/2" COP 45 ELL|1.70
*|10|PLBG-MISC|13|CL45075|3/4" COP 45 ELL|2.90
*|10|PLBG-MISC|13|CL45100|1" COP 45 ELL|7.40
*|10|PLBG-MISC|13|CL45125|1 1/4" COP 45 ELL|9.90
*|10|PLBG-MISC|13|CL45150|1 1/2" COP 45 ELL|12.10
*|10|PLBG-MISC|13|CL45200|2" COP 45 ELL|20.20
*|10|PLBG-MISC|13|CPP050|1/2" COPPER PIPE|3.60
*|10|PLBG-MISC|14|CPP075|3/4" COPPER PIPE|5.80
*|10|PLBG-MISC|14|CPP100|1" COPPER PIPE|7.90
*|10|PLBG-MISC|14|CPP125|1 1/4" COPPER PIPE|11.20
*|10|PLBG-MISC|14|CPP150|1 1/2" COPPER PIPE|14.30
*|10|PLBG-MISC|14|CPP200|2" COPPER PIPE|22.80
*|10|PLBG-MISC|14|CPP250|2 1/2" COP PIPE|35.20
*|10|PLBG-MISC|14|CPP300|3" COP PIPE|50.40
*|10|PLBG-MISC|14|CRDC075|3/4 X 1/2"COPPER RED COUPLING|2.50
*|10|PLBG-MISC|14|CRDC100|1 X 3/4"COPPER RED COUPLING|4.60
*|10|PLBG-MISC|14|CRDC125|1 1/4 X 1"COPPER RED COUPLING|6.30
*|10|PLBG-MISC|14|CRDC150|1 1/2 X 1 1/4"COP RED COUPLING|10.50
*|10|PLBG-MISC|14|CRDC200|2 X 1 1/2"COPPER RED COUPLING|16.20
*|10|PLBG-MISC|14|CRDC250|2 1/2 X 2"COPPER RED COUPLING|33.40
*|10|PLBG-MISC|14|CRDT075|3/4 X 1/2"COPPER RED TEE|3.70
*|10|PLBG-MISC|14|CRDT100|1 X 3/4"COPPER RED TEE|11.90
*|10|PLBG-MISC|14|CRDT125|1 1/4 X 1"COPPER RED TEE|17.30
*|10|PLBG-MISC|14|CSTL050|1/2" COP ST ELL|1.40
*|10|PLBG-MISC|14|CSTL075|3/4" COP ST ELL|3.10
*|10|PLBG-MISC|14|CSTL100|1" COP ST ELL|7.80
*|10|PLBG-MISC|14|CT050|1/2" COPPER TEE|1.60
*|10|PLBG-MISC|15|CT075|3/4" COPPER TEE|3.90
*|10|PLBG-MISC|15|CT100|1" COPPER TEE|11.60
*|10|PLBG-MISC|15|CT125|1 1/4" COPPER TEE|16.00
*|10|PLBG-MISC|15|CT150|1 1/2" COPPER TEE|24.20
*|10|PLBG-MISC|15|CT200|2" COPPER TEE|38.50
*|10|PLBG-MISC|15|CT250|2 1/2" COP TEE|70.90
*|10|PLBG-MISC|15|CT300|3" COP TEE|102.00
*|10|PLBG-MISC|15|CU050|1/2" COPPER UNION|10.20
*|10|PLBG-MISC|15|CU075|3/4" COPPER UNION|12.50
*|10|PLBG-MISC|15|CU100|1" COPPER UNION|21.50
*|10|PLBG-MISC|15|CU125|1 1/4" COPPER UNION|38.60
*|10|PLBG-MISC|15|CU150|1 1/2" COPPER UNION|50.80
*|10|PLBG-MISC|15|CU200|2" COPPER UNION|86.70
*|10|PLBG-MISC|15|IBS075|3/4" BUSHING|3.20
*|10|PLBG-MISC|15|IBS100|1" BUSHING|2.30
*|10|PLBG-MISC|15|IBS125|1 1/4" BUSHING|3.20
*|10|PLBG-MISC|15|IBS150|1 1/2" BUSHING|4.00
*|10|PLBG-MISC|15|IBS200|2" BUSHING|4.80
*|10|PLBG-MISC|15|IC050|1/2" COUPLING|1.50
*|10|PLBG-MISC|15|IC075|3/4" COUPLING|1.70
*|10|PLBG-MISC|16|IC100|1" COUPLING|2.80
*|10|PLBG-MISC|16|IC125|1 1/4" COUPLING|3.90
*|10|PLBG-MISC|16|IC150|1 1/2" COUPLING|4.50
*|10|PLBG-MISC|16|IC200|2" COUPLING|6.60
*|10|PLBG-MISC|16|ICP050|1/2" CAP|1.10
*|10|PLBG-MISC|16|ICP075|3/4" CAP|1.60
*|10|PLBG-MISC|16|ICP100|1" CAP|1.80
*|10|PLBG-MISC|16|ICP125|1 1/4" CAP|2.60
*|10|PLBG-MISC|16|ICP150|1 1/2" CAP|3.30
*|10|PLBG-MISC|16|ICP200|2" CAP|4.10
*|10|PLBG-MISC|16|IL050|1/2" ELL|1.10
*|10|PLBG-MISC|16|IL075|3/4" ELL|1.50
*|10|PLBG-MISC|16|IL100|1" ELL|2.60
*|10|PLBG-MISC|16|IL125|1 1/4" ELL|3.80
*|10|PLBG-MISC|16|IL150|1 1/2" ELL|5.00
*|10|PLBG-MISC|16|IL200|2" ELL|8.10
*|10|PLBG-MISC|16|IN050100|1/2 X CL NIPPLE|0.59
*|10|PLBG-MISC|16|IN050200|1/2 X 2" NIPPLE|0.69
*|10|PLBG-MISC|16|IN050300|1/2 X 3" NIPPLE|0.75
*|10|PLBG-MISC|16|IN050400|1/2 X 4" NIPPLE|0.95
*|10|PLBG-MISC|17|IN050500|1/2 X 5" NIPPLE|1.20
*|10|PLBG-MISC|17|IN050600|1/2 X 6" NIPPLE|1.40
