PN,Price,MFR_NAME,Description
1 19573,4.7718,Steve Manufacturing,"1 1/2"" COPPER COUPLING"
"2"" 5335",8.074,Steve Manufacturing,"2"" COPPER COUPLING"
2 18743,15.123,Steve Manufacturing,"2 1/2"" COP COUPLING"
"3"" 7849",19.23,Steve Manufacturing,"3"" COP COUPLING"
1/27582,0.28497,Steve Manufacturing,"1/2"" COPPER CAP"
3/44074,0.3913,Steve Manufacturing,"3/4"" COPPER CAP"
"1"" 2992",0.834,Steve Manufacturing,"1"" COPPER CAP"
1 12928,0.852,Steve Manufacturing,"1 1/4"" COPPER CAP"
1 18209,3.248,Steve Manufacturing,"1 1/2"" COPPER CAP"
"2"" 6952",6.9443,Steve Manufacturing,"2"" COPPER CAP"
2 17051,20.7168,Steve Manufacturing,"2 1/2"" COPPER CAP"
"3"" 2639",38.9371,Steve Manufacturing,"3"" COPPER CAP"
1/26727,0.60192,Steve Manufacturing,"1/2"" COPPER ELL"
3/41831,0.5754,Steve Manufacturing,"3/4"" COPPER ELL"
"1"" 5731",3.77,Steve Manufacturing,"1"" COPPER ELL"
1 10659,5.313,Steve Manufacturing,"1 1/4"" COPPER ELL"
1 16687,4.56,Steve Manufacturing,"1 1/2"" COPPER ELL"
"2"" 6459",15.8704,Steve Manufacturing,"2"" COPPER ELL"
2 17663,29.3326,Steve Manufacturing,"2 1/2"" COP ELL"
"3"" 7797",31.6394,Steve Manufacturing,"3"" COP ELL"
1/27808,1.5759,Steve Manufacturing,"1/2"" COP 45 ELL"
3/40976,1.1745,Steve Manufacturing,"3/4"" COP 45 ELL"
"1"" 0824",6.734,Steve Manufacturing,"1"" COP 45 ELL"
1 18331,7.326,Steve Manufacturing,"1 1/4"" COP 45 ELL"
1 19284,2.299,Steve Manufacturing,"1 1/2"" COP 45 ELL"
"2"" 9759",3.2522,Steve Manufacturing,"2"" COP 45 ELL"
1/29786,2.1168,Steve Manufacturing,"1/2"" COPPER PIPE"
3/40663,1.2006,Steve Manufacturing,"3/4"" COPPER PIPE"
"1"" 8515",6.2647,Steve Manufacturing,"1"" COPPER PIPE"
1 19441,0.6272,Steve Manufacturing,"1 1/4"" COPPER PIPE"
1 18116,13.4706,Steve Manufacturing,"1 1/2"" COPPER PIPE"
"2"" 4721",0.5928,Steve Manufacturing,"2"" COPPER PIPE"
2 13867,27.456,Steve Manufacturing,"2 1/2"" COP PIPE"
"3"" 7236",42.9912,Steve Manufacturing,"3"" COP PIPE"
3/44085,2.3175,Steve Manufacturing,"3/4 X 1/2""COPPER RED COUPLING"
1 X4164,3.2246,Steve Manufacturing,"1 X 3/4""COPPER RED COUPLING"
1 15491,6.2748,Steve Manufacturing,"1 1/4 X 1""COPPER RED COUPLING"
1 13779,2.058,Steve Manufacturing,"1 1/2 X 1 1/4""COP RED COUPLING"
2 X1027,10.3356,Steve Manufacturing,"2 X 1 1/2""COPPER RED COUPLING"
2 19519,12.0908,Steve Manufacturing,"2 1/2 X 2""COPPER RED COUPLING"
3/45371,2.6788,Steve Manufacturing,"3/4 X 1/2""COPPER RED TEE"
1 X0945,0.8568,Steve Manufacturing,"1 X 3/4""COPPER RED TEE"
1 11759,10.9509,Steve Manufacturing,"1 1/4 X 1""COPPER RED TEE"
1/22606,0.6188,Steve Manufacturing,"1/2"" COP ST ELL"
3/40474,3.0225,Steve Manufacturing,"3/4"" COP ST ELL"
"1"" 1815",0.936,Steve Manufacturing,"1"" COP ST ELL"
1/28636,0.5632,Steve Manufacturing,"1/2"" COPPER TEE"
3/49375,0.6045,Steve Manufacturing,"3/4"" COPPER TEE"
"1"" 0192",1.2644,Steve Manufacturing,"1"" COPPER TEE"
1 19027,6.864,Steve Manufacturing,"1 1/4"" COPPER TEE"
1 12678,13.1406,Steve Manufacturing,"1 1/2"" COPPER TEE"
"2"" 3045",2.541,Steve Manufacturing,"2"" COPPER TEE"
2 18003,11.7694,Steve Manufacturing,"2 1/2"" COP TEE"
"3"" 4562",60.078,Steve Manufacturing,"3"" COP TEE"
1/25011,9.9756,Steve Manufacturing,"1/2"" COPPER UNION"
3/48601,0.5625,Steve Manufacturing,"3/4"" COPPER UNION"
"1"" 8306",9.0085,Steve Manufacturing,"1"" COPPER UNION"
1 17173,25.09,Steve Manufacturing,"1 1/4"" COPPER UNION"
1 14222,14.478,Steve Manufacturing,"1 1/2"" COPPER UNION"
"2"" 8675",60.7767,Steve Manufacturing,"2"" COPPER UNION"
3/48962,1.5456,Steve Manufacturing,"3/4"" BUSHING"
"1"" 4418",1.1362,Steve Manufacturing,"1"" BUSHING"
1 12934,2.0544,Steve Manufacturing,"1 1/4"" BUSHING"
1 14636,1.48,Steve Manufacturing,"1 1/2"" BUSHING"
"2"" 1498",1.6608,Steve Manufacturing,"2"" BUSHING"
1/23312,0.405,Steve Manufacturing,"1/2"" COUPLING"
3/46397,0.4998,Steve Manufacturing,"3/4"" COUPLING"
"1"" 3923",1.652,Steve Manufacturing,"1"" COUPLING"
1 16856,3.0615,Steve Manufacturing,"1 1/4"" COUPLING"
1 16231,0.9405,Steve Manufacturing,"1 1/2"" COUPLING"
"2"" 3933",0.2574,Steve Manufacturing,"2"" COUPLING"
1/28602,0.3938,Steve Manufacturing,"1/2"" CAP"
3/46516,0.2736,Steve Manufacturing,"3/4"" CAP"
"1"" 5376",0.1026,Steve Manufacturing,"1"" CAP"
1 19104,1.989,Steve Manufacturing,"1 1/4"" CAP"
1 17048,3.135,Steve Manufacturing,"1 1/2"" CAP"
"2"" 9579",1.8655,Steve Manufacturing,"2"" CAP"
1/28111,1.0538,Steve Manufacturing,"1/2"" ELL"
3/40763,1.4745,Steve Manufacturing,"3/4"" ELL"
"1"" 6599",2.431,Steve Manufacturing,"1"" ELL"
1 17577,0.3306,Steve Manufacturing,"1 1/4"" ELL"
1 13402,2.46,Steve Manufacturing,"1 1/2"" ELL"
"2"" 8169",0.8748,Steve Manufacturing,"2"" ELL"
1/21486,0.35931,Steve Manufacturing,1/2 X CL NIPPLE
1/25781,0.21735,Steve Manufacturing,"1/2 X 2"" NIPPLE"
1/20541,0.52425,Steve Manufacturing,"1/2 X 3"" NIPPLE"
1/21824,0.95,Steve Manufacturing,"1/2 X 4"" NIPPLE"
1/27447,0.9744,Steve Manufacturing,"1/2 X 5"" NIPPLE"
1/27372,0.6846,Steve Manufacturing,"1/2 X 6"" NIPPLE"
3/43455,0.61128,Steve Manufacturing,3/4 X CL NIPPLE
3/48203,0.00336,Steve Manufacturing,"3/4 X 2"" NIPPLE"
3/44829,0.327,Steve Manufacturing,"3/4 X 3""NIPPLE"
3/43622,0.702,Steve Manufacturing,"3/4 X 4"" NIPPLE"
3/45305,0.846,Steve Manufacturing,"3/4 X 5"" NIPPLE"
3/49009,0.81,Steve Manufacturing,"3/4 X 6"" NIPPLE"
1 X1713,0.6028,Steve Manufacturing,1 X CL NIPPLE
1 X9467,0.6636,Steve Manufacturing,"1 X 2"" NIPPLE"
1 X0841,1.274,Steve Manufacturing,"1 X 3"" NIPPLE"
1 X0949,0.6953,Steve Manufacturing,"1 X 4"" NIPPLE"
1 X5791,0.768,Steve Manufacturing,"1 X 5"" NIPPLE"
1 X9061,0.665,Steve Manufacturing,"1 X 6"" NIPPLE"
1 15137,0.208,Steve Manufacturing,1 1/4 X CLOSE NIPPLE
1 18565,0.4245,Steve Manufacturing,"1 1/4 X 2"" NIPPLE"
1 11693,1.2816,Steve Manufacturing,"1 1/4 X 3"" NIPPLE"
1 14632,1.5796,Steve Manufacturing,"1 1/4 X 4"" NIPPLE"
1 12182,0.1008,Steve Manufacturing,"1 1/4 X 5"" NIPPLE"
1 15266,1.7523,Steve Manufacturing,"1 1/4 X 6"" NIPPLE"
1 10514,0.1872,Steve Manufacturing,1 1/2 X CL NIPPLE
1 14447,0.2052,Steve Manufacturing,"1 1/2 X 2"" NIPPLE"
1 19969,0.0345,Steve Manufacturing,"1 1/2 X 3"" NIPPLE"
1 17902,1.4644,Steve Manufacturing,"1 1/2 X 4"" NIPPLE"
1 16807,2.9274,Steve Manufacturing,"1 1/2 X 5"" NIPPLE"
1 11971,1.256,Steve Manufacturing,"1 1/2 X 6"" NIPPLE"
2 X8632,0.0777,Steve Manufacturing,2 X CL NIPPLE
2 X7652,1.7528,Steve Manufacturing,"2 X 3"" NIPPLE"
2 X0119,0.324,Steve Manufacturing,"2 X 4"" NIPPLE"
2 X7009,2.1285,Steve Manufacturing,"2 X 5"" NIPPLE"
2 X7979,0.8721,Steve Manufacturing,"2 X 6"" NIPPLE"
1/29955,1.0439,Steve Manufacturing,"1/2"" PLUG"
3/48245,0.917,Steve Manufacturing,"3/4"" PLUG"
"1"" 8973",0.1568,Steve Manufacturing,"1"" PLUG"
1 11788,0.9958,Steve Manufacturing,"1 1/4"" PLUG"
1 13516,1.8165,Steve Manufacturing,"1 1/2"" PLUG"
"2"" 8679",4.3,Steve Manufacturing,"2"" PLUG"
1/20068,0.7887,Steve Manufacturing,"1/2"" IRON PIPE"
3/45765,0.6968,Steve Manufacturing,"3/4"" IRON PIPE"
"1"" 3437",1.0908,Steve Manufacturing,"1"" IRON PIPE"
1 10719,2.2368,Steve Manufacturing,"1 1/4"" IRON PIPE"
1 10444,1.404,Steve Manufacturing,"1 1/2"" IRON PIPE"
"2"" 1272",0.5334,Steve Manufacturing,"2"" IRON PIPE"
1/22203,0.6678,Steve Manufacturing,"1/2"" TEE"
3/44679,1.2782,Steve Manufacturing,"3/4"" TEE"
"1"" 9647",3.4884,Steve Manufacturing,"1"" TEE"
1 16064,0.9744,Steve Manufacturing,"1 1/4"" TEE"
1 13916,2.485,Steve Manufacturing,"1 1/2"" TEE"
"2"" 7284",10.8927,Steve Manufacturing,"2"" TEE"
1/21548,3.8367,Steve Manufacturing,"1/2"" UNION"
3/44991,5.8491,Steve Manufacturing,"3/4"" UNION"
"1"" 2044",4.2897,Steve Manufacturing,"1"" UNION"
1 19269,1.239,Steve Manufacturing,"1 1/4"" UNION"
1 19837,2.8,Steve Manufacturing,"1 1/2"" UNION"
"2"" 7737",1.8216,Steve Manufacturing,"2"" UNION"
1/24402,0.03162,Steve Manufacturing,"1/2"" SCH 40 FEM ADAPT"
3/40877,0.05525,Steve Manufacturing,"3/4"" SCH 40 FEM ADAPT"
"1"" 6791",0.06237,Steve Manufacturing,"1"" SCH 40 FEM ADAPT"
1 15154,1.1172,Steve Manufacturing,"1 1/4"" SCH 40 FEM ADAPT"
1 16745,1.0894,Steve Manufacturing,"1 1/2"" SCH 40 FEM ADAPT"
"2"" 9172",1.674,Steve Manufacturing,"2"" SCH 40 FEM ADAPT"
1/20578,0.07602,Steve Manufacturing,"1/2"" SCH 40 MALE ADAPT"
3/48734,0.26508,Steve Manufacturing,"3/4"" SCH 40 MALE ADAPT"
"1"" 2511",0.64932,Steve Manufacturing,"1"" SCH 40 MALE ADAPT"
1 16494,0.504,Steve Manufacturing,"1 1/4"" SCH 40 MALE ADAPT"
1 17196,0.6461,Steve Manufacturing,"1 1/2"" SCH 40 MALE ADAPT"
"2"" 2393",1.3698,Steve Manufacturing,"2"" SCH 40 MALE ADAPT"
1/29378,0.02542,Steve Manufacturing,"1/2"" SCH 40 COUP"
3/40197,0.05208,Steve Manufacturing,"3/4"" SCH 40 COUP"
"1"" 4924",0.70007,Steve Manufacturing,"1"" SCH 40 COUP"
1 12125,0.3762,Steve Manufacturing,"1 1/4"" SCH 40 COUP"
1 10425,0.759,Steve Manufacturing,"1 1/2"" SCH 40 COUP"
"2"" 5499",0.2848,Steve Manufacturing,"2"" SCH 40 COUP"
1/26786,0.0105,Steve Manufacturing,"1/2"" SCH 40 CAP"
3/44037,0.0816,Steve Manufacturing,"3/4"" SCH 40 CAP"
"1"" 5338",0.37924,Steve Manufacturing,"1"" SCH 40 CAP"
1 10146,0.0572,Steve Manufacturing,"1 1/4"" SCH 40 CAP"
1 15893,1.062,Steve Manufacturing,"1 1/2"" SCH 40 CAP"
"2"" 1843",0.9282,Steve Manufacturing,"2"" SCH 40 CAP"
1/21359,0.25897,Steve Manufacturing,"1/2"" SCH 40 ELL"
3/41767,0.41157,Steve Manufacturing,"3/4"" SCH 40 ELL"
"1"" 1929",0.31213,Steve Manufacturing,"1"" SCH 40 ELL"
1 10009,1.1616,Steve Manufacturing,"1 1/4"" SCH 40 ELL"
1 16945,0.2822,Steve Manufacturing,"1 1/2"" SCH 40 ELL"
"2"" 9568",0.9585,Steve Manufacturing,"2"" SCH 40 ELL"
1/21816,0.475,Steve Manufacturing,"1/2"" SCH 40 45 ELL"
3/42633,1.1856,Steve Manufacturing,"3/4"" SCH 40 45 ELL"
"1"" 2943",0.0336,Steve Manufacturing,"1"" SCH 40 45 ELL"
1 18517,0.48,Steve Manufacturing,"1 1/4"" SCH 40 45 ELL"
1 17352,0.1175,Steve Manufacturing,"1 1/2"" SCH 40 45 ELL"
"2"" 0867",0.96,Steve Manufacturing,"2"" SCH 40 45 ELL"
1/22164,0.382,Steve Manufacturing,"1/2"" PLASTIC PIPE"
3/45575,0.1904,Steve Manufacturing,"3/4"" PLASTIC PIPE"
"1"" 5598",0.1848,Steve Manufacturing,"1"" PLASTIC PIPE"
1 19066,0.4688,Steve Manufacturing,"1 1/4"" PLASTIC PIPE"
1 14665,0.0324,Steve Manufacturing,"1 1/2"" PLASTIC PIPE"
"2"" 4623",0.0039,Steve Manufacturing,"2"" PLASTIC PIPE"
1/21028,1.1245,Steve Manufacturing,"1/2"" SCH 40 ST ELL"
3/40143,0.8736,Steve Manufacturing,"3/4"" SCH 40 ST ELL"
"1"" 7027",0.7128,Steve Manufacturing,"1"" SCH 40 ST ELL"
1 10438,0.5676,Steve Manufacturing,"1 1/4"" SCH 40 ST ELL"
1 16631,3.4596,Steve Manufacturing,"1 1/2"" SCH 40 ST ELL"
"2"" 1639",5.096,Steve Manufacturing,"2"" SCH 40 ST ELL"
1/21073,0.31578,Steve Manufacturing,"1/2"" SCH 40 TEE"
3/40979,0.2522,Steve Manufacturing,"3/4"" SCH 40 TEE"
"1"" 5382",0.9504,Steve Manufacturing,"1"" SCH 40 TEE"
1 12885,1.4307,Steve Manufacturing,"1 1/4"" SCH 40 TEE"
1 10388,0.6049,Steve Manufacturing,"1 1/2"" SCH 40 TEE"
"2"" 8805",0.459,Steve Manufacturing,"2"" SCH 40 TEE"
"2"" 4648",123.582,Steve Manufacturing,"2"" BRASS COMPANION FLANGE"
1/24837,0.8925,Steve Manufacturing,"1/2 X 2"" BRASS NIPPLE"
1/26707,2.6133,Steve Manufacturing,"1/2"" COPPER FEM ADAPT"
FIB6272,96.768,Steve Manufacturing,FIBERGLASS ENCL 22 X 7 X 22
FIB2449,60.912,Steve Manufacturing,FIBERGLASS ENCL 2PIECE 32X9X25
FIB2883,198.696,Steve Manufacturing,FIBERGLASS ENCL 32 X 9 X 26
HOT7322,78.369,Steve Manufacturing,HOTBOX EZ ENCLOSURE 24x9x23
HOT5581,222.915,Steve Manufacturing,HOT BOX EZ ENCLOSURE 36X11X26
INS0987,35.1288,Steve Manufacturing,"INSULATED BLANKET 20 X 15"""
INS2494,29.256,Steve Manufacturing,"INS BLANKET 20 X 15""R21 HEAVY"
INS9258,7.686,Steve Manufacturing,"INSULATED BLANKET 35 X 20"""
INS8695,82.3692,Steve Manufacturing,"INS BLANKET 35 X 20""R21 HEAVY"
INS1503,81.8688,Steve Manufacturing,"INSULATED BLANKET 45 X 25"""
INS3232,21.432,Steve Manufacturing,"INS BLANKET 45 X 25""R21 HEAVY"
7/81746,1.8096,Steve Manufacturing,"7/8"" NUT & BOLT"
5/84387,0.6981,Steve Manufacturing,"5/8"" NUT & BOLT"
3/40357,0.902,Steve Manufacturing,"3/4"" NUT & BOLT"
5/85006,2.8991,Steve Manufacturing,"5/8 X 5"" EXTENDED BOLT W/NUTS"
3/42663,7.5192,Steve Manufacturing,"3/4 X 5"" EXTENDED BOLT W/ NUTS"
"10""0365",20.3912,Steve Manufacturing,"10""SGL FLG BOLT SET (12)"
"12""0333",18.034,Steve Manufacturing,"12""SGL FLG BOLT SET (12)"
2 12262,3.5505,Steve Manufacturing,"2 1/2"" SGL FLG BOLT SET (4)"
"4""S9129",0.6336,Steve Manufacturing,"4""SGL FLG BOLT SET (8)"
"6""S0838",1.035,Steve Manufacturing,"6""SGL FLG BOLT SET (8)"
"8""S0233",4.11,Steve Manufacturing,"8""SGL FLG BOLT SET (8)"
BAV2778,0,Steve Manufacturing,BAVCO QUICK REFERENCE CATALOG
1/24107,7.1064,Steve Manufacturing,"1/2""LF SOFT SEATED CHECK VALVE"
3/49359,13.1026,Steve Manufacturing,"3/4""LF SOFT SEATED CK VALVE"
"1""L8241",29.9026,Steve Manufacturing,"1""LF SOFT SEATED CK VALVE"
1 10296,54.2961,Steve Manufacturing,"1 1/4""LF SOFT SEATED CK VALVE"
1 16328,43.446,Steve Manufacturing,"1 1/2""LF SOFT SEATED CK VALVE"
"2""L0502",114.204,Steve Manufacturing,"2""LF SOFT SEATED CK VALVE"
GV 0532,2.691,Steve Manufacturing,"GV PACKING MATERIAL 5/16 x 12"""
GV 3314,0.994,Steve Manufacturing,"GV PACKING MATERIAL 1/2 X 12"""
GV 4721,6.288,Steve Manufacturing,"GV PACKING EXTRACTOR 1/4""SCREW"
GV 9722,34.3026,Steve Manufacturing,"GV PACKING EXTRACTOR 3/8""SCREW"
GV 6474,12.078,Steve Manufacturing,"GV PACKING INSTALLER PICK 1/4"""
"10""6545",0.9765,Steve Manufacturing,"10"" FLG GASKET"
"10""1846",11.2788,Steve Manufacturing,"10"" FLG GASKET FULL FACE"
"2"" 1954",0.0104,Steve Manufacturing,"2"" FLG GASKET"
"2"" 6243",1.31625,Steve Manufacturing,"2"" FLG GASKET FULL FACE"
2 11356,0.209,Steve Manufacturing,"2 1/2"" FLG GASKET"
2 14603,1.1088,Steve Manufacturing,"2 1/2"" FLG GASKET FULL FACE"
"3"" 3995",2.0462,Steve Manufacturing,"3"" FLG GASKET FULL FACE"
"4"" 1106",0.24915,Steve Manufacturing,"4"" FLG GASKET"
"4"" 2477",1.6137,Steve Manufacturing,"4"" FLG GASKET FULL FACE"
"6"" 9852",0.6728,Steve Manufacturing,"6"" FLG GASKET"
"6"" 0758",3.6192,Steve Manufacturing,"6"" FLG GASKET FULL FACE"
"8"" 3209",1.4355,Steve Manufacturing,"8"" FLG GASKET"
"8"" 8225",6.1198,Steve Manufacturing,"8"" FLG GASKET FULL FACE"
"10""3509",1801.36,Steve Manufacturing,"10"" GRV X FLG NRS GATE VALVE"
2 14029,38.129,Steve Manufacturing,"2 1/2""GRV X FLG NRS GATE VALVE"
"3"" 7929",199.698,Steve Manufacturing,"3"" GRV X FLG NRS GATE VALVE"
"4"" 7428",492.06,Steve Manufacturing,"4"" GRV X FLG NRS GATE VALVE"
"6"" 1859",280.46,Steve Manufacturing,"6"" GRV X FLG NRS GATE VALVE"
"8"" 6418",1057.92,Steve Manufacturing,"8"" GRV X FLG NRS GATE VALVE"
"10""3054",1330.21,Steve Manufacturing,"10"" GRV X FLG OSY GATE VALVE"
2 18649,330.22,Steve Manufacturing,"2 1/2""GRV X FLG OSY GATE VALVE"
"3"" 4101",265.96,Steve Manufacturing,"3"" GRV X FLG OSY GATE VALVE"
"4"" 2755",70.182,Steve Manufacturing,"4"" GRV X FLG OSY GATE VALVE"
"6"" 4981",260.331,Steve Manufacturing,"6"" GRV X FLG OSY GATE VALVE"
"8"" 1621",444.22,Steve Manufacturing,"8"" GRV X FLG OSY GATE VALVE"
"10""6704",1484.28,Steve Manufacturing,"10"" FLG X FLG OSY GATE VALVE"
2 13789,189.354,Steve Manufacturing,"2 1/2""FLG X FLG OSY GATE VALVE"
"3"" 5671",42.456,Steve Manufacturing,"3"" FLG X FLG OSY GATE VALVE"
"6"" 4325",34.062,Steve Manufacturing,"6"" FLG X FLG OSY GATE VALVE"
"8"" 9802",665,Steve Manufacturing,"8"" FLG X FLG OSY GATE VALVE"
2 10078,390.927,Steve Manufacturing,"2 1/2""FLG X FLG NRS GATE VALVE"
"3"" 4537",170.814,Steve Manufacturing,"3"" FLG X FLG NRS GATE VALVE"
"4"" 8039",470.376,Steve Manufacturing,"4"" FLG X FLG NRS GATE VALVE"
"6"" 2067",569.06,Steve Manufacturing,"6"" FLG X FLG NRS GATE VALVE"
"8"" 1638",167.04,Steve Manufacturing,"8"" FLG X FLG NRS GATE VALVE"
WIL1836,518.584,Steve Manufacturing,"WILKINS 3""GXG BUTTERFLY SOV"
WIL6987,83.456,Steve Manufacturing,"WILKINS 4""GXG BUTTERFLY SOV"
WIL0651,543.92,Steve Manufacturing,"WILKINS 6""GXG BUTTERFLY SOV"
WIL5084,1404.3,Steve Manufacturing,"WILKINS 8""GXG BUTTERFLY SOV"
WAT6681,589.9,Steve Manufacturing,"WATTS/AMES 3""GXG BUTTERFLY SOV"
WAT4007,500.148,Steve Manufacturing,"WATTS/AMES 4""GXG BUTTERFLY SOV"
WAT8251,601.66,Steve Manufacturing,"WATTS/AMES 6""GXG BUTTERFLY SOV"
WAT9708,560.48,Steve Manufacturing,"WATTS/AMES 8""GXG BUTTERFLY SOV"
KEN3156,42.441,Steve Manufacturing,"KENNEDY KS 4""OSY STEM R14"
KEN7933,194.111,Steve Manufacturing,"KENNEDY KS 6""OSY STEM R14"
KEN9205,277.406,Steve Manufacturing,"KENNEDY KS 8""OSY STEM R14"
KEN0009,741.958,Steve Manufacturing,"KENNEDY KS 10""OSY STEM R14"
KEN9323,134.922,Steve Manufacturing,"KENNEDY KS 4""OSY WEDGE R15"
KEN0389,268.546,Steve Manufacturing,"KENNEDY KS 6""OSY WEDGE R15"
KEN2474,411.7,Steve Manufacturing,"KENNEDY KS 8""OSY WEDGE R15"
KEN0552,230.736,Steve Manufacturing,"KENNEDY KS 10""OSY WEDGE R15"
KEN7606,24.863,Steve Manufacturing,"KENNEDY KS 3-4""OSY HANDWHL NUT"
KEN4595,4.452,Steve Manufacturing,"KENNEDY KS 6-8""OSY HANDWHL NUT"
KEN0604,14.089,Steve Manufacturing,"KENNEDY KS 10""OSY HANDWHL NUT"
KND6997,27.28,Steve Manufacturing,"KNDY KS 2 1/2""OSY PKG GLND R10"
KEN4766,16.544,Steve Manufacturing,"KENDY KS 3""-4""OSY PKG GLND R10"
KEN9386,24.19,Steve Manufacturing,"KENNEDY KS 6""OSY PKG GLAND R10"
KEN4267,31.15,Steve Manufacturing,"KENNEDY KS 8""OSY PKG GLAND R10"
KEN6775,53.054,Steve Manufacturing,"KENNEDY KS 10""OSY PKG GLND R10"
kEN7828,92.544,Steve Manufacturing,"kENDY KS 2 1/2""OSY HANDWHL R2"
KEN1346,109.044,Steve Manufacturing,"KENDY KS 3-4""OSY HANDWHEEL R2"
KEN2049,123.159,Steve Manufacturing,"KENNEDY KS 6""OSY HANDWHEEL R2"
KEN2688,16.576,Steve Manufacturing,"KENNEDY KS 8""OSY HANDWHEEL R2"
KEN3037,32.9,Steve Manufacturing,"KENNEDY KS 10""OSY HANDWHEEL R2"
KND3981,5.616,Steve Manufacturing,"KNDY KS 10""OSY PKG BLT&NUT R8"
KND5952,13.176,Steve Manufacturing,"KNDY 2.5""-8""OSY PKG BOLT&NUTR8"
KEN9015,1.269,Steve Manufacturing,"KENDY KS 3""-4""OSY STEM O'RGR13"
KEN5622,7.64,Steve Manufacturing,"KENNEDY KS 6""OSY STEM O'RG R13"
KEN9773,1.14,Steve Manufacturing,"KENNEDY KS 8""OSY STEM O'RG R13"
KEN6694,8.606,Steve Manufacturing,"KENNEDY KS 10""OSY STM O'RG R13"
KND6296,8.856,Steve Manufacturing,"KNDY KS 2 1/2""OSY CVR O'RG R12"
KEN2756,10.7914,Steve Manufacturing,"KENNEDY KS 3""OSY CVR O'RG R12"
KEN2208,6.288,Steve Manufacturing,"KENNEDY KS 4""OSY CVR O'RG R12"
KEN4313,13.088,Steve Manufacturing,"KENNEDY KS 6""OSY CVR O'RG R12"
KEN5156,15.409,Steve Manufacturing,"KENNEDY KS 8""OSY CVR O'RG R12"
KEN5627,11.858,Steve Manufacturing,"KENNEDY KS 10""OSY CVR O'RG R12"
KND7558,0.89,Steve Manufacturing,"KNDY KS 10""OSY BODY BLT&NUT R6"
KND3966,3.508,Steve Manufacturing,"KNDY 2.5""-4""OSY BODY BLT&NUTR6"
KND0367,4,Steve Manufacturing,"KNDY KS 6""OSY BODY BLT&NUT R6"
KND6839,8.668,Steve Manufacturing,"KNDY KS 2 1/2""OSY PACKING R11"
KEN1216,20.636,Steve Manufacturing,"KENNEDY KS 3-4""OSY PACKING R11"
KEN2768,19.668,Steve Manufacturing,"KENNEDY KS 6-8""OSY PACKING R11"
KEN6048,2.662,Steve Manufacturing,"KENNEDY KS 10-12""OSY PAKNG R11"
KND3717,0.624,Steve Manufacturing,"KNDY KS 8""OSY BODY BLT&NUT R6"
KEN8974,71.628,Steve Manufacturing,"KENNEDY KS 10"" OSY PACKING KIT"
KND0918,46.83,Steve Manufacturing,"KNDY KS 2 1/2""OSY PACKING KIT"
KEN2984,10.57,Steve Manufacturing,"KENNEDY KS 3-4""OSY PACKING KIT"
KEN0892,57.54,Steve Manufacturing,"KENNEDY KS 6"" OSY PACKING KIT"
KEN0942,12.18,Steve Manufacturing,"KENNEDY KS 8"" OSY PACKING KIT"
BRE8254,10.9836,Steve Manufacturing,BREAK AWAY PADLOCK
GAT1115,24.8976,Steve Manufacturing,GATE VALVE OPERATING NUT
PIP4731,64.944,Steve Manufacturing,"PIPE STAND 1 1/2"" BASE"
BAC1334,17.1,Steve Manufacturing,BACKFLOW ASSY REFERENCE MNL
GRE0574,13.2639,Steve Manufacturing,GREASE FDA RATED 5.3 OZ TUBE
POL4132,12.6432,Steve Manufacturing,POLY SI FDA RATED GREASE 8OZ
"10""5604",194.472,Steve Manufacturing,"10"" X 1"" FLANGED SPACER"
2 17871,69.6,Steve Manufacturing,"2 1/2"" X 1"" FLANGED SPACER"
"3"" 7876",34.47,Steve Manufacturing,"3"" X 1"" FLANGED SPACER"
"4"" 8822",26.826,Steve Manufacturing,"4"" X 1"" FLANGED SPACER"
"6"" 4758",73.872,Steve Manufacturing,"6"" X 1"" FLANGED SPACER"
"8"" 5831",86.85,Steve Manufacturing,"8"" X 1"" FLANGED SPACER"
BAL4004,126.707,Steve Manufacturing,BALL VALVE LOCK GUARD W/LOCK
EXP6168,147.414,Steve Manufacturing,EXP METAL ENCL RD 141/2X28X26H
EXP1806,410.67,Steve Manufacturing,EXP METAL ENCL RD 141/2X38X26H
EXP4536,124.968,Steve Manufacturing,EXP METAL ENCL RD 141/2X45X26H
"10""1448",2428.44,Steve Manufacturing,"10"" EPOXY COATED CI WYE STR"
2 12198,131.461,Steve Manufacturing,"2 1/2"" EPOXY COATED CI WYE STR"
"3""E2764",116.29,Steve Manufacturing,"3""EPOXY COATED CI WYE STRAINER"
"6"" 9175",233.28,Steve Manufacturing,"6"" EPOXY COATED CI WYE STRNR"
"8""E3483",1281.52,Steve Manufacturing,"8""EPOXY COATED C I WYE STRAINR"
1/83503,47.235,Steve Manufacturing,"1/8"" TEST COCK BALL VALVE SS"
WAT1789,16.2432,Steve Manufacturing,WATTS SAE TC BR CAP W/TETHER
WAT1515,29.3394,Steve Manufacturing,"WATTS 1/4""SAE X 1/4""FIP ADAPT"
TES5546,1.7963,Steve Manufacturing,"TEST STAND 1/8""M X F CLOSE TEE"
TES7836,1.1322,Steve Manufacturing,"TEST STAND 1/8"" SWIVEL ELL"
TES8983,6.552,Steve Manufacturing,TEST STAND 3/4 HOSEXMIP ADAPT
TES9717,0.686,Steve Manufacturing,TEST STAND HOSE ADAPT WASHER
TES4626,2.352,Steve Manufacturing,"TEST STAND 1/8"" NEEDLE VALVE"
