Date Printed :4/28/2022 7:43:14 PM										
										
Effective 28-APR-22                                         										
										
Note:Price amounts shown are in US$										
										
PriceList	Category	PartNbr	Part Description	Weight	LeadTime	ListPrice	NetPrice	ReplPartNbr	ReplPartDesc	OrderMultiple
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	434956	AUTOPULSE NCA-2 Network Control Annunciator	0	Call	3764	1882			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	419639	"In Line Supervisory Device, REL 47K (Package of 10)"	0.1	Call	221.5	110.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	419640	"In Line Supervisory Device, REL 4.7K, Package of 10"	0.1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	407765	"In Line Supervisory Device, REL 2.2K"	0.1	Call	15.25	7.63			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433508	LEM-320 Loop Expander Module; expands IQ-636x to two SLCs.	0.1	Call	2595	1297.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433613	KDM-R2 Keyboard Display Module	3	Call	2481	1240.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	435598	"Door, lock & keys.  Accepts 1 chassis, red"	14	Call	566	283			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433526	"Backbox, 1 chassis, red.  Door not included."	21.5	Call	360	180			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	435599	"Door, lock & keys.  Accepts 2 chassis, red"	18	Call	668.5	334.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433527	"Backbox, 2 chassis, red. Door not included."	26.5	Call	505	252.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	435600	"Door, lock & keys.  Accepts 3 chassis, red"	21	Call	973.5	486.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433529	"Backbox, 3 chassis, red. Door not included."	33	Call	793.5	396.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	435601	"Door, lock & keys.  Accepts 4 chassis, red"	25	Call	1201	600.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433532	"Backbox, 4 chassis, red. Door not included."	33	Call	951	475.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433534	A   Size Trim ring for the CAB-4 or CAB-3 Series. Black.	3	Call	298	149			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433535	B   Size Trim ring for the CAB-4 or CAB-3 Series. Black.	3	Call	298	149			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433589	C   Size Trim ring for the CAB-4 or CAB-3 Series. Black.	3.5	Call	298	149			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433590	D   Size Trim ring for the CAB-4 or CAB-3 Series. Black	4	Call	305.5	152.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433520	"ADP-4B Annunciator Dress Plate, Same as ADP-4 but painted black"	0	Call	138.5	69.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	432794	"BMP-1, Blank Module Plate; fills blank mod spaces (replaces ABM-1 & BM-1)"	0.1	Call	68	34			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433614	"Dress Plate, AP-DP-DISP2 (when CPU2-636 is mounted on top row)"	3.5	Call	172	86			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433615	"Dress Plate, AP-ADP-2-636 (when CPU2-636 is mounted on 2nd, 3rd or 4th row"	3	Call	172	86			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433616	"Chassis, NCA-2 in AP-CHS-2D"	2.5	Call	96	48			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	419586	"CHS-4, Chassis, mounts up to four panel modules."	3.5	Call	232.5	116.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	418576	"Annunciator Chassis, CHS-4L, Low Profile, For Up To 4 LDM Modules"	1	Call	193.5	96.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433493	"CHS4-MB, 2nd Row chassis.  Includes MP-1B, CHS-4N, expander ribbon cble."	8	Call	402.5	201.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433521	"DP-1B, Blank Plate, same as DP-1 painted black"	3.5	Call	101	50.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433497	"DP-DISP, Display Dress Plate, black."	3	Call	147	73.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433597	"NFS-LBBR, Large Battery Backbox, houses up to 60 AH batteries, red."	27.5	Call	627.5	313.75			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433594	"FCPS24S6, 24 Volt / 6 Amp Power Supply with Sync"	21.5	Call	1154	577			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	433595	"FCPS24S8, 24 Volt / 8 Amp Power Supply with Sync"	22	Call	1299	649.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	434953	"AUTOPULSE IQ-636X-2 CPU, 120 VAC"	15	Call	4382	2191			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	434954	"AUTOPULSE IQ-636X-2 CPU, 220 VAC"	15	Call	4382	2191			
AUTOPULSE Detection and Control Equipment	Batteries and Battery Chargers	417692	"Battery Pack, 7 AH, 24 VDC (2-12 VDC Batteries)"	15	Call	238.5	119.25			
AUTOPULSE Detection and Control Equipment	Batteries and Battery Chargers	417693	"Battery Pack, 12 AH, 24 VDC (2-12 VDC Batteries)"	22	Call	494	247			
AUTOPULSE Detection and Control Equipment	Batteries and Battery Chargers	417694	"Battery Pack, 18 AH, 24 VDC (2-12 VDC Batteries)"	20	Call	557	278.5			
AUTOPULSE Detection and Control Equipment	Batteries and Battery Chargers	417695	"Battery Pack, 25 AH, 24 VDC (2-12 VDC Batteries)"	40	Call	744.5	372.25			
AUTOPULSE Detection and Control Equipment	Batteries and Battery Chargers	417997	"Battery Pack, 55 AH, 24 VDC (2-12 VDC Batteries)"	85	Call	1169	584.5			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	418578	"Battery Box, Red, BB-17, Holds 18 AH Battery Pack"	2	Call	192	96			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	428079	"Cabinet, Black BB-25, Holds (6) XP Modules or 25 AH Battery Pack"	15	Call	339.5	169.75			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	419410	"Battery Box, BB-55, Red"	30	Call	685	342.5			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	426207	"Battery Charger, CHG-120"	20	Call	1985	992.5			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	418563	"Power Supply, Remote, FCPS-24F, 120 VAC, Red"	25	Call	1452	726			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	435807	"Power Supply/Charger, Addressable, ACPS-610"	7	Call	2774	1387			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	439057	Battery Pack BAT-12120-BP	1	Call	1594	797			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	439058	Battery Pack BAT-1270-BP	2	Call	825	412.5			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	470599	"Surge Suppressor, 30VDC"	0.5	Call	415.5	207.75			
AUTOPULSE Detection and Control Equipment	Transmitter/Relay Modules	417470	"Module, 4XTM, Transmitter, Municipal Box & Remote Station, 442"	2	Call	252	126			
AUTOPULSE Detection and Control Equipment	Transmitter/Relay Modules	419635	Ferrite Core	0.5	Call	39.25	19.63			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428097	"Module, FMM-1, Monitor"	1	Call	158.5	79.25			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432294	"Module, FDM-1, Dual-Input Monitor"	1	Call	275.5	137.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428098	"Module, FMM-101, Mini Monitor"	1	Call	140	70			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	417480	"Module, Isolator, ISO-X"	2	Call	186.5	93.25			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428100	"Module, FZM-1, Monitor (2-Wire Detector)"	1	Call	289.5	144.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428101	"Module, FCM-1, Control, NAC"	1	Call	221.5	110.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436861	"Module, FCM-1-REL Releasing Module"	1	Call	468	234			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428102	"Module, FRM-1, Control, Relay"	1	Call	207.5	103.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	439333	"Module, FDRM-1, Relay"	1	Call	617.5	308.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432714	"Module, XP10-M, Monitor, Transponder, 10 Circuits"	2	Call	1403	701.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432715	"Module XP6-C, Control, Transponder, 6 NACs"	2	Call	1195	597.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432716	"Module, XP6-R, Control, Transponder, 6 Relays"	1	Call	1154	577			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	437637	Six Zone Interface Module - XP6-MA	0	Call	1253	626.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432287	"Detector, Analog Addressable, FSI-851, Ionization"	1	Call	199	99.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432288	"Detector, Analog Addressable, FSP-851, Photoelectric"	1	Call	215	107.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432289	"Detector, Analog Addressable, FSP-851T, Photo/Thermal (135 deg. F)"	1	Call	257	128.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432290	"Detector, Analog Addressable, FST-851, Thermal (135 deg. F)"	1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432291	"Detector, Analog Addressable, FST-851R, Thermal (135 deg. F+Rate of Rise)"	1	Call	158.5	79.25			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432292	"Detector, Analog Addressable, FST-851H, High Temp. Thermal (190 deg. F)"	1	Call	159.5	79.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	432293	"Detector, Analog Addressable, FAPT-851, Acclimate Plus Multi-Sensor"	1	Call	250	125			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	433503	"Detector, Analog Addressable, FSL-751, View Laser Smoke"	1	Call	477	238.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	417487	"Detector Base, Analog Addressable, B501, Flangeless"	1	Call	33.25	16.63			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	434121	"Detector Base, Flangeless (10 Pack)"	2.3	Call	329	164.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	426125	"Detector Base, Analog Addressable, B224BI, with Isolator"	1	Call	125.5	62.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	438966	"B210LP 6in Flanged Intelligent Detector Base, Low Profile"	0.35	Call	32.25	16.13			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	438971	"B210LPBP 6in Flanged Intelligent Detector Base, Low Profile (Pack of 10)"	2.8	Call	301	150.5			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	438967	"Accessory Flange Ring, B210LP Base (New Design)"	2.8	Call	12.25	6.13			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428138	"Trim Ring, Low Profile, F110 (converts BX501 to low profile base)"	1	Call	12	6			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	423945	"Relay Base, B224RB"	1	Call	122	61			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	417699	"Relay, EOL Power Supervision Relay"	1	Call	70.25	35.13			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	437019	DCOIL - InnovairFlex Duct Accessory Coil	0.5	Call	66.25	33.13			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436969	"DNR - InnovairFlex Intelligent Duct Detector, Non-Relay"	4.5	Call	224.5	112.25			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436970	"DNRW - InnovairFlex Intelligent Duct Detector, Non-Relay"	4.5	Call	379.5	189.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436966	Metal Sampling Tube DST3 (Duct Widths up to 2 ft. to 4 ft (0.6 to 1.2m))	0	Call	38	19			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436967	Metal Sampling Tube DST5 (Duct Widths up to 4 ft. to 8 ft. (1.2 to 2.4m))	0	Call	43.25	21.63			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436968	Metal Sampling Tube DST10 (Duct Widths up to 8 ft. to 12 ft. (2.4 to 3.7m))	0	Call	92	46			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436971	"Remote Annunciator, RA100Z"	0.25	Call	83.75	41.88			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	436972	Remote Test Station RTS151	0	Call	112.5	56.25			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428078	"Cabinet, BB-XP, Holds (2) XP Modules"	7	Call	193.5	96.75			
AUTOPULSE Detection and Control Equipment	Batteries and Power Supplies	428079	"Cabinet, Black BB-25, Holds (6) XP Modules or 25 AH Battery Pack"	15	Call	339.5	169.75			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428080	"Chassis, CHS-6, for BB-25"	2	Call	101	50.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 Control Systems	434957	"AUTOPULSE IQ-318 Control System, 120 VAC"	37	Call	6150	3075			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 Control Systems	434959	"AUTOPULSE IQ-318E Control System, 220 VAC"	37.5	Call	6150	3075			
AUTOPULSE Detection and Control Equipment	Annunciators	435530	"Annunciator, FDU-80G"	1.5	Call	1418	709			
AUTOPULSE Detection and Control Equipment	Annunciators	436141	"Surface Mount Backbox, SBB-3"	2	Call	54.5	27.25			
AUTOPULSE Detection and Control Equipment	Annunciators	436996	"Surface Mount Backbox (for UDACT), ABS-8RB"	1	Call	280.5	140.25			
AUTOPULSE Detection and Control Equipment	Annunciators	438773	"Annunciator Terminal Mode, LCD2-80"	1	Call	1939	969.5			
AUTOPULSE Detection and Control Equipment	Annunciators	417501	"Annunciator Lamp Driver Control Module, LDM-32"	2	Call	1101	550.5			
AUTOPULSE Detection and Control Equipment	Annunciators	417502	"Annunciator Lamp Driver Expander Module, LDM-E32"	2	Call	883	441.5			
AUTOPULSE Detection and Control Equipment	Annunciators	417650	"Annunciator Lamp Driver Relay Module, LDM-R32"	2	Call	1626	813			
AUTOPULSE Detection and Control Equipment	Annunciators	417651	"Annunciator Lamp Driver Cable, LDM-CBL24, 24 in."	0.5	Call	335	167.5			
AUTOPULSE Detection and Control Equipment	Annunciators	417652	"Annunciator Lamp Driver Cable, LDM-CBL48, 48 in."	1	Call	418.5	209.25			
AUTOPULSE Detection and Control Equipment	Annunciators	417653	"Annunciator Control Module, ACM-8R,  with 8 Relays"	2	Call	833.5	416.75			
AUTOPULSE Detection and Control Equipment	Annunciators	417657	"Annunciator Back Box, Flush, Single, ABF-1"	1	Call	685	342.5			
AUTOPULSE Detection and Control Equipment	Annunciators	417660	"Annunciator Accessory, Key Switch, AKS-1"	1	Call	139	69.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	418576	"Annunciator Chassis, CHS-4L, Low Profile, For Up To 4 LDM Modules"	1	Call	193.5	96.75			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	435893	"Photoelectric, 2 W-G, 2 Wire"	1	Call	104	52			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	435894	"Photoelectric, 2 WT-B, 2 Wire with 135 degree Fixed Thermal Sensor"	1	Call	114	57			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	435895	"Photoelectric, 4 W-B, 4 Wire"	1	Call	107.5	53.75			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	435896	"Photoelectric, 4WT-B, 4 Wire with 135 degree Fixed Thermal Sensor"	1	Call	119.5	59.75			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	430023	"Detector, Smoke, Photoelectric, Low Profile, 2151"	2	Call	125.5	62.75			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	430025	"Detector Base, 6 in. dia., B110LP (442R/442D/IQ-301)"	2	Call	32.25	16.13			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	430026	"Detector Base, 4 in. dia., B401 (442R/442D/IQ-301)"	2	Call	32.25	16.13			
AUTOPULSE Detection and Control Equipment	Intelligent Addressable Devices (IQ-318/IQ-636X-2)	428138	"Trim Ring, Low Profile, F110 (converts BX501 to low profile base)"	1	Call	12	6			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	437636	"Detector, Smoke, Photo, FSP-851R"	1	Call	215	107.5			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	427596	"Detector, Smoke, Photoelec. SLR-24, Low Profile (Qty. Discount 50+)"	1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	427597	"Detector, Smoke, Combination Photo/Heat, SLR-24H"	1	Call	258	129			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	427598	Detector Base NS6-224 for SIJ -24 & SLR-24 Det. (442R/442D/FZM-1)	0.5	Call	35.75	17.88			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	427599	"Detector Base, NS4-224, (Small) for SIJ-24&SLR 24 Det.(442R/442D/FZM-1)"	0.5	Call	35	17.5			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	416849	"Detector Base Relay, HSC-224R, for SIJ-24 & SLR-24 Detectors"	0.5	Call	86.75	43.38			
AUTOPULSE Detection and Control Equipment	Smoke Detectors	417457	"Detector Base Relay, HSB-21, for SIJ-24 & SLR-24 Detectors (FOUR)"	0.5	Call	35.75	17.88			
AUTOPULSE Detection and Control Equipment	Detectors	13970	"Detector, Heat, Rate Compensated, 190 deg.F, Vert."	0.3	Call	354	177			
AUTOPULSE Detection and Control Equipment	Fusible Links/Detectors/Accessories	13976	"Detector, Heat, Rate Compensated, 225 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	354	177			
AUTOPULSE Detection and Control Equipment	Heat Detectors	4727	"Detector, Heat, Rate Compensated, 140 deg.F, Vert."	0.3	Call	334	167			
AUTOPULSE Detection and Control Equipment	Detectors	13970	"Detector, Heat, Rate Compensated, 190 deg.F, Vert."	0.3	Call	354	177			
AUTOPULSE Detection and Control Equipment	Heat Detectors	404751	"Detector, Heat, Rate Compensated, 160 deg.F, Vert."	0.3	Call	334	167			
AUTOPULSE Detection and Control Equipment	Fusible Links/Detectors/Accessories	13975	"Detector, Heat, Rate Compensated, 325 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	326	163			
AUTOPULSE Detection and Control Equipment	Fusible Links/Detectors/Accessories	13974	"Detector, Heat, Rate Compensated, 450 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	341.5	170.75			
AUTOPULSE Detection and Control Equipment	Fusible Links/Detectors/Accessories	13971	"Detector, Heat, Rate Compensated, 600 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	354	177			
AUTOPULSE Detection and Control Equipment	Heat Detectors	13977	"Detector, Heat, Rate Compensated, 725 deg.F, Vert."	0.3	Call	354	177			
AUTOPULSE Detection and Control Equipment	Heat Detectors	71226	"Detector, Heat, Rate Compensated, 190 deg.F, Horz."	0.3	Call	472	236			
AUTOPULSE Detection and Control Equipment	Heat Detectors	71227	"Detector, Heat, Rate Compensated, 225 deg.F, Horz."	0.3	Call	472	236			
AUTOPULSE Detection and Control Equipment	Heat Detectors	71228	"Detector, Heat, Rate Compensated, 275 deg.F, Horz."	0.3	Call	472	236			
AUTOPULSE Detection and Control Equipment	Heat Detectors	71229	"Detector, Heat, Rate Compensated, 325 deg.F, Horz."	0.3	Call	472	236			
AUTOPULSE Detection and Control Equipment	Heat Detectors	14286	Detector Heat Trap	0.5	Call	222.5	111.25			
AUTOPULSE Detection and Control Equipment	Flame Detectors	417934	"Detector, Flame, Spectrex, UV/IR Explosion-proof, Model 20/20LB"	9	Call	7892	3946			
AUTOPULSE Detection and Control Equipment	Flame Detectors	417935	"Detector, Flame, Spectrex, IR3 Explosion-proof, Model 20/20I"	9	Call	6905	3452.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	417936	"Detector Swivel Mount, Spectrex, Model 20/20-003(For 20/20LB& 20/20I)"	2	Call	348.5	174.25			
AUTOPULSE Detection and Control Equipment	Flame Detectors	417937	"Detector Air Shield, Spectrex, Model 20/20-960"	2	Call	399.5	199.75			
AUTOPULSE Detection and Control Equipment	Flame Detectors	437167	"Fire Simulator, Spectrex Long Range 20/20 311"	0	Call	11920	5960			
AUTOPULSE Detection and Control Equipment	Flame Detectors	436834	"Detector, Flame, Spectrex, UV/IR Explosion-proof, Model 40/40"	9	Call	5873	2936.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	436833	"Detector, Flame, Spectrex, IR3 Explosion-proof, Model 40/40"	9	Call	7431	3715.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	436835	"Detector Swivel Mount, Spectrex, Model 40/40"	2	Call	323	161.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	436836	"Detector Air Shield, Spectrex, Model 40/40"	2	Call	1155	577.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	470223	"Fire Simulator, IR3, Spectrex 20/20-310"	10	Call	13700	6850			
AUTOPULSE Detection and Control Equipment	Flame Detectors	426302	"Detector, DCR1-S1 UV/IR"	1	Call	3415	1707.5			
AUTOPULSE Detection and Control Equipment	Flame Detectors	426624	"Detector, DCR1-T1, Self-Test"	1	Call	3626	1813			
AUTOPULSE Detection and Control Equipment	Flame Detectors	427085	"Detector, DCR-1, Test Device"	1	Call	3822	1911			
AUTOPULSE Detection and Control Equipment	Flame Detectors	407738	"Detector, Flame, Red 1-ST, UV/IR"	5	Call	5962	2981			
AUTOPULSE Detection and Control Equipment	Flame Detectors	407739	"Base, Swivel, RED1 Flame Detector"	1	Call	488.5	244.25			
AUTOPULSE Detection and Control Equipment	Flame Detectors	470809	"Detector, Flame, FS7-2RP Unitized"	1	Call	3930	1965			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433352	"Strobe, Multi-Candela, AGENT, Red"	2	Call	112.5	56.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433356	"Horn/Strobe, Multi Candela, FIRE, Red"	2	Call	168.5	84.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433357	"Horn/Strobe, Multi Candela, AGENT, Red"	2	Call	168.5	84.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	417806	"Bell, 24 VDC, 10 in."	2.4	Call	125	62.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	24747	"WBB-R, Surface Mount Back Box, Weatherproof"	1.2	Call	62.5	31.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	439032	"WBB - Back Box, Weatherproof"	1.2	Call	62.5	31.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	439030	"Bell, 24 VDC, 6 in., (motor driven)"	1.8	Call	117.5	58.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	417805	"Bell, 24 VDC, 6 in."	1.8	Call	116	58			
AUTOPULSE Detection and Control Equipment	Alarm Devices	439031	"Bell, 24 VDC, 10 in., (motor driven)"	2.4	Call	138	69			
AUTOPULSE Detection and Control Equipment	Alarm Devices	65947	"Horn, Explosion-Proof , Class 1 - Div. 1, Polarized"	10	Call	3214	1607			
AUTOPULSE Detection and Control Equipment	Alarm Devices	431526	"Horn/Strobe, Weatherproof, 75 Canadela, FIRE"	2	Call	231.5	115.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	429697	"Horn, 24 VDC, Multitone, FIRE"	2	Call	102.5	51.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	429698	"Strobe, Multi Candela, FIRE, Red"	2	Call	173.5	86.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433353	"Strobe, Weatherproof, 75 Candela, FIRE, Red"	2	Call	209	104.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433354	"Strobe, Weatherproof, 75 Candela, AGENT, Red"	2	Call	209	104.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433355	"Strobe, Weatherproof, Back Box, Red"	2	Call	55.5	27.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	433358	"Shallow Surface Back Box, Red (RSS Series)"	2	Call	38.75	19.38			
AUTOPULSE Detection and Control Equipment	Alarm Devices	429700	"IOB-R Surface Back Box, Weatherproof (Horn/Strobe only)"	0.5	Call	58.75	29.38			
AUTOPULSE Detection and Control Equipment	Alarm Devices	429701	Semi-Flush Plate	1	Call	25.75	12.88			
AUTOPULSE Detection and Control Equipment	Alarm Devices	429702	"Adapter, Back Box Extender"	1	Call	24	12			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435754	CHR Chime	1	Call	68	34			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438077	"BBS-2 Backbox Skirt, Wall"	1	Call	16	8			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438076	MDL3R Sync-Circuit Module	1	Call	131	65.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435747	"P2R 2-wire horn/strobe, standard cd"	1	Call	120.5	60.25			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438153	"P2RH 2-wire horn/strobe, high cd"	1	Call	125.5	62.75			
